-52	-55	-55	-54	-65	-85	3
-55	-51	-51	-55	-59	-89	3
-63	-52	-51	-56	-59	-89	3
-55	-53	-52	-56	-58	-85	3
-56	-52	-51	-57	-64	-86	3
-56	-52	-50	-58	-57	-85	3
-54	-53	-50	-58	-58	-84	3
-53	-54	-53	-60	-60	-86	3
-49	-54	-50	-55	-63	-85	3
-50	-52	-54	-55	-64	-83	3
-45	-52	-54	-53	-56	-83	3
-45	-50	-50	-55	-57	-76	3
-49	-55	-50	-53	-62	-76	3
-48	-57	-51	-51	-60	-79	3
-47	-50	-53	-47	-63	-76	3
-50	-51	-49	-48	-54	-77	3
-51	-47	-50	-49	-59	-80	3
-46	-55	-48	-52	-62	-80	3
-51	-52	-50	-49	-60	-77	3
-49	-59	-57	-49	-67	-85	3
-50	-56	-51	-49	-67	-84	3
-51	-60	-59	-46	-68	-78	3
-52	-54	-53	-51	-61	-83	3
-46	-51	-50	-48	-64	-82	3
-44	-56	-54	-52	-63	-80	3
-49	-56	-54	-55	-62	-78	3
-47	-52	-56	-56	-62	-83	3
-51	-54	-53	-52	-63	-81	3
-51	-54	-51	-53	-60	-86	3
-45	-52	-52	-51	-64	-84	3
-45	-46	-58	-53	-59	-77	3
-47	-57	-57	-52	-69	-79	3
-54	-61	-51	-44	-63	-79	3
-44	-53	-51	-49	-60	-84	3
-43	-57	-51	-52	-62	-79	3
-50	-54	-49	-46	-64	-85	3
-46	-60	-54	-50	-62	-79	3
-46	-53	-47	-52	-57	-79	3
-51	-48	-56	-53	-61	-80	3
-52	-51	-49	-56	-65	-81	3
-50	-57	-50	-59	-62	-91	3
-53	-53	-50	-55	-59	-86	3
-49	-55	-49	-49	-60	-81	3
-47	-57	-49	-46	-63	-84	3
-51	-52	-48	-48	-62	-85	3
-51	-51	-45	-53	-59	-84	3
-48	-54	-52	-54	-58	-87	3
-50	-54	-51	-50	-66	-87	3
-47	-55	-57	-50	-64	-80	3
-50	-56	-57	-49	-68	-92	3
-48	-57	-54	-47	-66	-79	3
-42	-54	-48	-51	-64	-78	3
-49	-56	-51	-54	-65	-79	3
-51	-59	-51	-48	-67	-79	3
-52	-60	-52	-48	-70	-79	3
-53	-58	-50	-48	-64	-88	3
-47	-54	-51	-47	-66	-88	3
-48	-55	-51	-55	-69	-88	3
-46	-53	-50	-53	-64	-81	3
-52	-60	-51	-46	-63	-84	3
-53	-57	-50	-47	-62	-86	3
-53	-58	-51	-48	-63	-85	3
-53	-58	-51	-48	-63	-88	3
-52	-58	-50	-53	-64	-87	3
-54	-56	-50	-50	-64	-87	3
-52	-52	-51	-51	-74	-86	3
-51	-62	-53	-51	-67	-79	3
-51	-63	-51	-52	-66	-79	3
-52	-61	-51	-52	-66	-80	3
-53	-62	-51	-52	-67	-79	3
-53	-62	-52	-53	-65	-79	3
-46	-60	-52	-55	-61	-85	3
-43	-59	-51	-53	-61	-83	3
-44	-60	-52	-49	-63	-84	3
-47	-57	-57	-52	-62	-86	3
-47	-57	-56	-51	-64	-80	3
-47	-56	-58	-56	-62	-81	3
-48	-55	-58	-50	-63	-81	3
-47	-55	-58	-50	-60	-81	3
-47	-64	-53	-54	-60	-83	3
-45	-63	-57	-55	-58	-79	3
-45	-63	-57	-53	-57	-81	3
-45	-60	-59	-52	-57	-83	3
-45	-60	-56	-54	-59	-84	3
-47	-56	-53	-53	-66	-85	3
-48	-58	-52	-53	-61	-88	3
-46	-55	-53	-52	-57	-81	3
-46	-57	-53	-48	-58	-80	3
-48	-55	-55	-52	-65	-80	3
-53	-56	-51	-50	-61	-83	3
-54	-55	-50	-49	-60	-84	3
-53	-58	-51	-50	-62	-84	3
-53	-54	-54	-50	-61	-82	3
-52	-55	-52	-52	-62	-82	3
-52	-56	-53	-50	-62	-84	3
-52	-55	-51	-49	-62	-86	3
-53	-55	-52	-46	-63	-86	3
-53	-55	-51	-49	-65	-86	3
-52	-54	-51	-49	-63	-87	3
-52	-56	-51	-48	-64	-87	3
-51	-55	-51	-48	-63	-88	3
-52	-56	-51	-46	-63	-86	3
-52	-55	-51	-49	-64	-87	3
-51	-55	-52	-49	-64	-86	3
-52	-54	-52	-49	-63	-86	3
-52	-55	-52	-49	-63	-88	3
-51	-55	-52	-48	-63	-87	3
-52	-57	-53	-49	-61	-88	3
-52	-56	-52	-49	-63	-87	3
-52	-56	-52	-50	-65	-86	3
-52	-56	-51	-50	-65	-87	3
-51	-58	-52	-48	-68	-86	3
-52	-56	-52	-49	-61	-86	3
-52	-55	-52	-50	-61	-86	3
-52	-56	-52	-44	-63	-87	3
-52	-55	-52	-43	-61	-86	3
-51	-57	-52	-49	-60	-84	3
-46	-53	-51	-49	-68	-79	3
-48	-51	-53	-48	-64	-81	3
-49	-58	-49	-51	-59	-89	3
-51	-55	-56	-49	-58	-84	3
-50	-51	-51	-49	-63	-79	3
-52	-57	-53	-47	-57	-80	3
-50	-52	-55	-49	-64	-80	3
-46	-52	-53	-44	-60	-79	3
-45	-54	-53	-45	-68	-75	3
-46	-53	-53	-43	-59	-83	3
-49	-62	-52	-49	-63	-82	3
-48	-57	-53	-43	-64	-81	3
-49	-53	-50	-45	-64	-74	3
-48	-54	-56	-49	-66	-81	3
-49	-53	-55	-52	-57	-86	3
-51	-52	-53	-51	-59	-86	3
-48	-52	-49	-52	-63	-79	3
-46	-52	-51	-55	-60	-80	3
-50	-52	-49	-45	-64	-76	3
-52	-51	-47	-49	-64	-80	3
-47	-53	-50	-52	-65	-80	3
-49	-54	-50	-52	-60	-85	3
-53	-53	-52	-55	-60	-82	3
-53	-56	-55	-51	-62	-78	3
-52	-54	-49	-52	-58	-81	3
-48	-58	-54	-46	-66	-85	3
-51	-55	-59	-51	-58	-87	3
-49	-56	-57	-51	-65	-87	3
-53	-54	-54	-51	-61	-84	3
-50	-49	-57	-49	-61	-82	3
-49	-47	-51	-52	-62	-89	3
-52	-53	-57	-52	-57	-83	3
-53	-48	-52	-52	-59	-81	3
-49	-56	-45	-42	-66	-83	3
-49	-50	-55	-60	-61	-78	3
-49	-50	-55	-49	-54	-85	3
-47	-57	-50	-45	-60	-82	3
-50	-54	-51	-46	-63	-79	3
-47	-52	-49	-43	-57	-80	3
-51	-53	-57	-51	-60	-76	3
-50	-49	-51	-50	-61	-83	3
-49	-54	-52	-52	-63	-83	3
-51	-55	-46	-54	-63	-84	3
-52	-54	-53	-49	-63	-86	3
-48	-57	-52	-51	-62	-86	3
-49	-49	-53	-45	-58	-87	3
-50	-51	-54	-43	-66	-78	3
-49	-53	-51	-42	-63	-79	3
-49	-57	-51	-44	-57	-85	3
-51	-52	-58	-49	-60	-84	3
-50	-56	-47	-52	-58	-88	3
-52	-48	-52	-54	-63	-78	3
-53	-50	-50	-49	-61	-83	3
-53	-47	-54	-53	-59	-83	3
-51	-58	-56	-48	-61	-79	3
-45	-55	-57	-47	-61	-78	3
-49	-50	-51	-44	-60	-83	3
-45	-51	-50	-51	-57	-80	3
-49	-56	-47	-50	-58	-77	3
-47	-58	-51	-43	-65	-80	3
-47	-54	-56	-47	-62	-78	3
-49	-55	-53	-48	-61	-79	3
-47	-57	-52	-44	-67	-78	3
-50	-62	-57	-45	-62	-81	3
-46	-56	-60	-46	-65	-84	3
-51	-55	-53	-50	-63	-79	3
-46	-48	-53	-49	-59	-80	3
-46	-58	-53	-48	-60	-79	3
-49	-45	-50	-48	-61	-79	3
-49	-49	-47	-50	-59	-79	3
-49	-53	-50	-54	-62	-77	3
-52	-54	-55	-55	-60	-74	3
-48	-56	-49	-52	-60	-82	3
-54	-57	-53	-54	-62	-77	3
-48	-54	-49	-59	-63	-78	3
-52	-53	-50	-52	-63	-84	3
-53	-52	-48	-50	-62	-81	3
-53	-53	-51	-50	-66	-82	3
-46	-56	-54	-51	-62	-80	3
-47	-58	-50	-55	-64	-76	3
-48	-47	-52	-56	-61	-77	3
-49	-50	-50	-45	-64	-79	3
-47	-51	-56	-50	-60	-78	3
-52	-50	-52	-49	-63	-80	3
-48	-47	-51	-52	-60	-74	3
-47	-51	-54	-50	-64	-75	3
-49	-52	-53	-49	-64	-77	3
-45	-56	-55	-46	-68	-79	3
-46	-58	-54	-48	-63	-78	3
-51	-51	-59	-46	-60	-80	3
-53	-56	-54	-53	-62	-88	3
-50	-58	-54	-50	-65	-79	3
-52	-51	-53	-54	-68	-88	3
-51	-62	-53	-51	-64	-86	3
-51	-51	-54	-53	-59	-86	3
-50	-68	-48	-56	-63	-80	3
-48	-52	-54	-52	-63	-80	3
-52	-53	-54	-49	-63	-85	3
-51	-54	-54	-54	-62	-85	3
-54	-54	-55	-52	-61	-86	3
-52	-54	-54	-51	-63	-87	3
-52	-53	-56	-49	-62	-83	3
-47	-56	-54	-51	-63	-81	3
-51	-57	-54	-55	-62	-87	3
-49	-54	-52	-56	-60	-85	3
-49	-54	-50	-51	-66	-78	3
-46	-47	-47	-50	-65	-79	3
-51	-54	-44	-52	-56	-79	3
-48	-47	-50	-53	-61	-82	3
-47	-56	-57	-52	-62	-79	3
-51	-55	-50	-53	-62	-78	3
-51	-58	-59	-52	-64	-78	3
-53	-62	-57	-49	-61	-88	3
-48	-59	-54	-55	-60	-84	3
-50	-59	-60	-51	-64	-86	3
-51	-54	-54	-55	-58	-88	3
-49	-58	-50	-56	-64	-81	3
-48	-58	-50	-53	-62	-81	3
-48	-51	-54	-51	-58	-80	3
-48	-54	-53	-51	-61	-77	3
-46	-51	-55	-42	-62	-79	3
-49	-53	-52	-52	-64	-74	3
-50	-55	-52	-47	-65	-83	3
-47	-46	-53	-46	-59	-79	3
-49	-51	-52	-44	-60	-77	3
-48	-53	-51	-43	-64	-74	3
-46	-54	-47	-51	-57	-80	3
-49	-52	-48	-48	-59	-79	3
-49	-51	-50	-53	-64	-79	3
-53	-54	-56	-52	-63	-81	3
-54	-55	-50	-48	-64	-80	3
-51	-56	-51	-47	-62	-79	3
-48	-55	-53	-51	-63	-82	3
-50	-57	-59	-43	-62	-76	3
-50	-53	-52	-50	-61	-79	3
-47	-58	-56	-51	-70	-81	3
-52	-57	-52	-52	-70	-87	3
-52	-60	-51	-54	-61	-86	3
-55	-60	-50	-55	-63	-88	3
-55	-60	-51	-53	-63	-85	3
-53	-58	-51	-51	-62	-84	3
-53	-68	-50	-51	-77	-85	3
-63	-54	-53	-65	-52	-92	4
-63	-57	-57	-70	-50	-92	4
-70	-59	-56	-64	-46	-88	4
-65	-62	-49	-67	-45	-88	4
-63	-59	-53	-70	-46	-86	4
-61	-61	-52	-68	-45	-88	4
-62	-61	-51	-68	-48	-88	4
-63	-57	-53	-63	-48	-85	4
-62	-55	-53	-65	-50	-88	4
-64	-59	-52	-65	-50	-88	4
-61	-60	-53	-61	-52	-87	4
-60	-61	-58	-63	-49	-84	4
-63	-57	-57	-62	-51	-89	4
-63	-58	-50	-63	-48	-91	4
-64	-54	-56	-66	-52	-88	4
-63	-59	-51	-72	-55	-96	4
-61	-57	-53	-65	-50	-87	4
-61	-56	-49	-60	-52	-91	4
-61	-55	-45	-55	-56	-85	4
-61	-61	-49	-58	-54	-94	4
-66	-59	-52	-63	-59	-88	4
-61	-61	-51	-62	-54	-85	4
-64	-60	-53	-60	-48	-89	4
-65	-61	-56	-67	-50	-89	4
-64	-66	-58	-70	-50	-89	4
-63	-58	-57	-61	-52	-89	4
-63	-57	-60	-69	-49	-93	4
-64	-55	-55	-62	-49	-93	4
-59	-62	-54	-62	-46	-87	4
-64	-58	-49	-64	-49	-92	4
-66	-54	-53	-71	-48	-92	4
-66	-56	-56	-63	-50	-89	4
-66	-54	-54	-64	-47	-89	4
-67	-55	-56	-64	-50	-88	4
-66	-56	-56	-66	-49	-89	4
-66	-56	-55	-67	-48	-87	4
-66	-57	-56	-64	-49	-89	4
-66	-57	-55	-65	-48	-91	4
-67	-57	-55	-65	-49	-88	4
-68	-57	-54	-64	-51	-89	4
-67	-56	-55	-64	-49	-91	4
-65	-56	-54	-63	-49	-92	4
-64	-55	-55	-66	-49	-88	4
-67	-56	-52	-64	-51	-89	4
-65	-57	-55	-64	-50	-92	4
-65	-57	-56	-63	-48	-92	4
-65	-57	-54	-70	-50	-88	4
-66	-57	-55	-65	-51	-88	4
-66	-59	-47	-67	-51	-94	4
-66	-59	-45	-67	-52	-93	4
-69	-58	-46	-66	-48	-95	4
-65	-57	-45	-69	-48	-91	4
-64	-59	-46	-65	-48	-91	4
-63	-59	-45	-65	-47	-89	4
-63	-58	-46	-66	-49	-93	4
-63	-58	-47	-66	-48	-93	4
-64	-59	-45	-65	-51	-93	4
-64	-58	-45	-65	-51	-92	4
-64	-60	-45	-66	-52	-92	4
-64	-60	-44	-66	-52	-91	4
-65	-57	-45	-66	-47	-92	4
-64	-58	-45	-66	-48	-89	4
-66	-58	-47	-68	-47	-88	4
-67	-64	-47	-64	-50	-88	4
-61	-60	-50	-63	-45	-88	4
-64	-56	-51	-65	-49	-91	4
-63	-56	-55	-60	-52	-86	4
-64	-57	-53	-61	-50	-86	4
-64	-54	-55	-59	-52	-88	4
-61	-57	-54	-65	-52	-89	4
-65	-56	-49	-61	-44	-88	4
-64	-58	-51	-59	-40	-88	4
-58	-57	-50	-60	-47	-84	4
-60	-53	-50	-66	-39	-86	4
-61	-56	-44	-61	-49	-91	4
-61	-51	-49	-59	-56	-91	4
-65	-52	-48	-63	-48	-91	4
-69	-52	-48	-66	-48	-88	4
-67	-52	-46	-66	-47	-89	4
-67	-53	-46	-64	-48	-88	4
-66	-52	-48	-71	-55	-88	4
-65	-52	-46	-65	-49	-88	4
-65	-52	-46	-64	-49	-88	4
-65	-54	-46	-65	-51	-91	4
-65	-51	-49	-63	-49	-92	4
-64	-48	-54	-58	-52	-80	4
-60	-52	-45	-58	-51	-87	4
-57	-54	-46	-53	-44	-85	4
-58	-54	-44	-59	-47	-83	4
-55	-57	-49	-52	-53	-82	4
-59	-53	-49	-56	-49	-83	4
-60	-57	-58	-58	-50	-83	4
-64	-55	-55	-58	-51	-89	4
-64	-54	-52	-58	-52	-89	4
-59	-53	-49	-59	-45	-89	4
-60	-52	-49	-61	-51	-85	4
-61	-58	-52	-61	-45	-92	4
-60	-56	-43	-61	-50	-89	4
-62	-57	-44	-61	-44	-89	4
-62	-58	-49	-64	-42	-86	4
